Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Typology,,Value,CV (%)
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BARNSTABLE,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,32,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BARNSTABLE,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BARNSTABLE,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,9,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BARNSTABLE,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BARNSTABLE,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,15,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BARNSTABLE,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,948,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BARNSTABLE,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,96,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BARNSTABLE,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,476,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BARNSTABLE,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,84,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BARNSTABLE,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BARNSTABLE,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,125,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BARNSTABLE,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,657,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BARNSTABLE,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,40,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BARNSTABLE,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BARNSTABLE,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,5,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,"8,681",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,32,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"4,023",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,12,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"1,757",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,14,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"10,755",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,74,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"5,632",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,103,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"14,944",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,153,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"13,777",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,126,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"6,783",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,8,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,"4,730",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,41,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"1,551",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,10,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"3,892",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,27,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"6,275",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,144,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"4,576",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,127,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"9,744",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,264,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"6,601",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,156,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"1,883",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,8,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,DUKES,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,DUKES,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,18,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,DUKES,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,DUKES,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,13,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,DUKES,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,DUKES,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,12,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,DUKES,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"1,312",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,DUKES,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,25,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,DUKES,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,DUKES,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,10,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,DUKES,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,DUKES,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,3,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,ESSEX,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,"5,435",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,ESSEX,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,49,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,ESSEX,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"1,545",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,ESSEX,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,15,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,ESSEX,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"2,817",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,ESSEX,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,19,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,ESSEX,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"5,941",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,ESSEX,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,115,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,ESSEX,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"2,249",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,ESSEX,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,67,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,ESSEX,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"5,396",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,ESSEX,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,177,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,ESSEX,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"4,144",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,ESSEX,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,84,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,ESSEX,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,307,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,ESSEX,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,5,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,FRANKLIN,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,"4,530",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,FRANKLIN,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,23,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,FRANKLIN,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"7,542",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,FRANKLIN,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,24,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,FRANKLIN,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"8,835",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,FRANKLIN,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,29,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,FRANKLIN,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"11,960",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,FRANKLIN,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,135,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,FRANKLIN,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"10,580",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,FRANKLIN,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,135,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,FRANKLIN,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"17,045",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,FRANKLIN,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,266,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,FRANKLIN,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"10,415",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,FRANKLIN,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,109,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,FRANKLIN,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"8,558",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,FRANKLIN,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,20,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,"1,658",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,16,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"1,789",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,12,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"1,431",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,12,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"5,628",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,59,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"6,314",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,95,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"9,362",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,197,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"8,244",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,107,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"2,415",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,10,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,"4,375",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,31,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"4,412",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,16,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"3,141",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,26,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"9,004",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,121,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"8,267",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,148,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"10,221",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,242,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"7,480",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,108,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"5,856",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,19,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,"6,513",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,67,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"1,377",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,12,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"2,240",
